user_id,username,upassword,first_name,last_name,birthday,uheight,uweight,bmi,num_preg
27,nfp8064,nfp8064,Kimberly,Medina,1991-05-26 21:43:52,68,170,0.03676470588235294,0
28,nfp8066,nfp8066,Brenda,Love,1985-01-21 20:51:31,62,141,0.03668054110301769,0
29,nfp8068,nfp8068,Barbara,Cruz,1983-12-16 14:47:24,67,201,0.04477611940298507,0
30,nfp8069,nfp8069,Nancy,Cook,2000-05-27 21:08:46,68,160,0.03460207612456748,0
31,nfp8072,nfp8072,Carolina,Taylor,1996-08-15 05:02:30,62,190,0.049427679500520294,0
32,nfp8073,nfp8073,Kathy,Jackson,1993-05-22 05:18:24,62,145,0.037721123829344436,0
33,nfp8074,nfp8074,Cristina,Hernandez,1986-11-10 22:16:38,65,300,0.07100591715976332,0
34,nfp8076,nfp8076,Alejandra,Robles,1994-01-10 01:50:51,67,135,0.030073513031855646,0
35,nfp8079,nfp8079,Wendy,Kim,1985-09-22 16:53:54,64,130,0.03173828125,0
36,nfp8080,nfp8080,Rebecca,Martinez,1984-11-20 17:08:56,69,260,0.054610375971434574,0
37,nfp8083,nfp8083,Cynthia,Alvarado,1990-04-07 00:17:01,66,160,0.03673094582185491,0
38,nfp8085,nfp8085,Tina,Rivas,1993-12-16 06:39:42,68,170,0.03676470588235294,0
39,nfp8087,nfp8087,Sara,Escobar,1994-06-28 18:44:19,61,106,0.02848696586938995,0
40,nfp8091,nfp8091,Angie,Stewart,1997-01-16 02:33:17,64,135,0.032958984375,0
41,nfp8094,nfp8094,Elizabeth,Lee,1991-05-13 22:38:07,63,120,0.030234315948601664,0
42,nfp8099,nfp8099,Amber,Ayala,1994-12-14 10:44:40,62,194,0.050468262226847034,0
43,nfp8100,nfp8100,Grace,Rodriguez,1986-08-20 12:37:15,70,180,0.036734693877551024,0
44,nfp8101,nfp8101,Cheryl,Lewis,1985-04-01 20:50:37,62,125,0.032518210197710715,0
45,nfp8102,nfp8102,Ann,Alexander,1986-09-19 18:32:21,66,179,0.04109274563820019,0
46,nfp8110,nfp8110,Linda,Roberts,1993-04-01 22:45:02,66,165,0.03787878787878788,0
47,nfp8113,nfp8113,Stephanie,Chavez,1995-02-22 00:24:21,60,190,0.05277777777777778,0
48,nfp8116,nfp8116,Amanda,Rodríguez,1995-04-25 00:19:50,63,160,0.040312421264802216,0
49,nfp8124,nfp8124,Alexandra,Khan,1986-12-23 01:57:46,62,189,0.049167533818938604,0
50,nfp8129,nfp8129,Julie,Collins,1999-05-04 06:07:26,63,140,0.03527336860670194,0
51,nfp8133,nfp8133,Julia,Romero,1987-03-12 07:17:59,63,122,0.03073822121441169,0
52,nfp8137,nfp8137,Kim,Thomas,1982-01-05 13:39:02,65,160,0.0378698224852071,0
53,nfp8140,nfp8140,Dawn,Edwards,1998-05-27 17:11:48,68,124,0.026816608996539794,0
54,nfp8143,nfp8143,Gloria,Hill,2000-06-09 16:21:31,59,130,0.037345590347601265,0
55,nfp8144,nfp8144,Nicole,Flores,1995-08-06 01:31:43,67,120,0.026732011583871687,0
56,nfp8152,nfp8152,Esther,Moreno,1982-08-08 06:59:28,70,157,0.032040816326530615,0
57,nfp8154,nfp8154,Pamela,Harris,1993-01-03 17:38:00,64,170,0.04150390625,0
58,nfp8159,nfp8159,Leticia,Bailey,1990-04-02 23:34:52,66,268,0.06152433425160698,0
59,nfp8161,nfp8161,Tiffany,Ruiz,1996-11-02 12:45:15,68,128,0.02768166089965398,0
60,nfp8164,nfp8164,Diana,Nunez,1988-02-11 10:45:45,66,185,0.04247015610651974,0
61,nfp8165,nfp8165,Anna,Vazquez,1992-08-19 12:12:55,64,214,0.05224609375,0
62,nfp8168,nfp8168,Jenny,Duran,1986-10-26 02:18:23,69,165,0.03465658475110271,0
63,nfp8172,nfp8172,Janet,Martin,1990-09-20 06:44:37,65,161,0.038106508875739645,0
64,nfp8173,nfp8173,Michelle,Clark,1988-01-05 07:54:42,66,127,0.029155188246097336,0
65,nfp8174,nfp8174,Erika,Fernandez,1993-01-18 19:54:20,63,200,0.05039052658100277,0
66,nfp8176,nfp8176,Evelyn,Campos,1997-07-23 14:04:08,68,135,0.029195501730103806,0
67,nfp8177,nfp8177,Eva,Reyes,1986-04-26 14:22:19,63,140,0.03527336860670194,0
68,nfp8178,nfp8178,Dana,Perez,1993-09-27 22:07:57,69,138,0.028985507246376812,0
69,nfp8179,nfp8179,Victoria,Jones,1981-08-06 03:35:21,64,125,0.030517578125,0
70,nfp8184,nfp8184,Danielle,Robinson,1982-08-07 16:52:40,65,180,0.04260355029585799,0
71,nfp8186,nfp8186,Rosa,Cortez,1990-10-20 23:51:27,64,120,0.029296875,0
72,nfp8187,nfp8187,Carolyn,Ramos,1987-11-12 20:33:24,66,120,0.027548209366391185,0
73,nfp8188,nfp8188,Judy,Mendoza,1988-11-07 07:01:22,62,120,0.031217481789802288,0
74,nfp8189,nfp8189,Carmen,Shah,1995-06-21 06:26:54,64,135,0.032958984375,0
75,nfp8190,nfp8190,Kate,White,1993-11-11 10:09:54,65,145,0.03431952662721893,0
76,nfp8192,nfp8192,Gabriela,Estrada,1990-04-09 05:23:15,69,150,0.0315059861373661,0
77,nfp8193,nfp8193,Christina,Brown,1999-04-12 05:22:48,63,116,0.02922650541698161,0
78,nfp8195,nfp8195,Elena,Santiago,1990-01-04 20:23:47,66,115,0.026400367309458217,0
79,nfp8196,nfp8196,Jasmine,Herrera,1980-09-19 03:02:10,67,132,0.029405212742258855,0
80,nfp8197,nfp8197,Tracy,Rojas,1998-12-15 11:23:47,61,104,0.027949475947325986,0
81,nfp8200,nfp8200,Sarah,Williams,1997-08-03 20:27:28,70,195,0.03979591836734694,0
82,nfp8206,nfp8206,Kayla,Chen,1982-11-27 19:44:15,64,150,0.03662109375,0
83,nfp8207,nfp8207,Jackie,Johnson,2001-06-18 21:26:28,69,155,0.0325561856752783,0
84,nfp8209,nfp8209,Veronica,Murphy,1988-05-03 10:20:13,65,123,0.02911242603550296,0
85,nfp8210,nfp8210,Silvia,Davis,1998-03-27 16:24:17,70,145,0.02959183673469388,0
86,nfp8211,nfp8211,Taylor,Miller,1994-11-28 21:54:20,63,155,0.039052658100277145,0
87,nfp8212,nfp8212,Yolanda,Garcia,1996-01-14 12:50:56,66,117,0.026859504132231406,0
88,nfp8218,nfp8218,Emily,Guerrero,1991-10-30 14:50:09,66,140,0.03213957759412305,0
89,nfp8221,nfp8221,Olga,Fuentes,1985-08-03 23:53:33,66,135,0.030991735537190084,0
90,nfp8226,nfp8226,Courtney,Vargas,1988-11-15 16:17:36,71,240,0.047609601269589366,0
91,nfp8228,nfp8228,Samantha,Rogers,1984-02-03 12:50:57,67,165,0.03675651592782357,0
92,nfp8229,nfp8229,Alyssa,Valdez,1996-01-01 16:34:21,66,125,0.02869605142332415,0
93,nfp8230,nfp8230,Ruth,Morales,1999-01-25 02:35:05,64,124,0.0302734375,0
94,nfp8233,nfp8233,Cindy,Rivera,1995-03-12 20:19:45,64,115,0.028076171875,0
95,nfp8234,nfp8234,Lynn,Guzman,1990-02-09 00:32:19,64,115,0.028076171875,0
96,nfp8235,nfp8235,Joyce,Espinoza,1988-07-14 09:13:08,69,135,0.02835538752362949,0
97,nfp8236,nfp8236,Tammy,Gutierrez,1996-12-01 17:22:47,62,115,0.02991675338189386,0
98,nfp8237,nfp8237,April,Cooper,1982-10-30 21:59:50,65,152,0.035976331360946745,0
99,nfp8238,nfp8238,Jennifer,Padilla,1997-05-01 22:58:53,64,122,0.02978515625,0
100,nfp8242,nfp8242,Natalie,Wilson,2001-06-01 07:06:59,66,190,0.04361799816345271,0
101,nfp8244,nfp8244,Beth,Kelly,1998-09-11 03:18:43,68,155,0.03352076124567474,0
102,nfp8246,nfp8246,Jessica,Avila,2001-02-09 00:44:04,62,112,0.029136316337148804,0
103,nfp8247,nfp8247,Lori,Salazar,1999-09-03 15:58:58,70,146,0.02979591836734694,0
104,nfp8248,nfp8248,Brittany,Singh,2000-04-12 02:24:56,63,130,0.0327538422776518,0
105,nfp8249,nfp8249,Martha,Castro,2000-10-29 17:16:02,62,135,0.035119667013527575,0
106,nfp8253,nfp8253,Marie,Navarro,1998-01-22 06:04:03,71,180,0.03570720095219203,0
107,nfp8254,nfp8254,Melanie,Gomez,1997-03-24 14:17:37,64,130,0.03173828125,0
108,nfp8257,nfp8257,Ashley,Luna,1994-11-13 09:09:20,60,155,0.043055555555555555,0
109,nfp8260,nfp8260,Megan,Contreras,1997-10-22 21:12:09,67,170,0.03787034974381822,0
110,nfp8263,nfp8263,Adriana,Rosales,1995-07-31 21:15:31,66,137,0.03145087235996327,0
111,nfp8264,nfp8264,Karla,Velasquez,1990-08-11 23:38:25,68,135,0.029195501730103806,0
112,nfp8266,nfp8266,Catherine,Lara,1997-11-28 10:11:26,69,170,0.035706784289014915,0
113,nfp8268,nfp8268,Patty,Allen,1992-04-17 07:52:32,68,146,0.03157439446366782,0
114,nfp8269,nfp8269,Laura,Acosta,1986-05-09 10:40:09,67,140,0.0311873468478503,0
115,nfp8270,nfp8270,Margarita,Rose,1991-02-28 06:51:04,65,152,0.035976331360946745,0
116,nfp8271,nfp8271,Luz,Moore,1993-08-13 23:53:24,60,114,0.03166666666666667,0
117,nfp8272,nfp8272,Debbie,Vega,2000-01-16 15:36:41,63,145,0.03653313177122701,0
118,nfp8276,nfp8276,Gina,Delgado,1994-06-19 00:39:04,64,170,0.04150390625,0
119,nfp8278,nfp8278,Deborah,Adams,1987-10-14 11:07:05,69,165,0.03465658475110271,0
120,nfp8279,nfp8279,Kelly,Ramirez,1982-10-14 19:20:52,64,200,0.048828125,0
121,nfp8282,nfp8282,Miriam,Castillo,1989-05-11 18:37:25,67,132,0.029405212742258855,0
122,nfp8284,nfp8284,Blanca,Nelson,1983-11-07 04:06:11,65,130,0.03076923076923077,0
123,nfp8286,nfp8286,Amy,Santana,1990-03-22 15:18:30,59,121,0.03476012640045964,0
124,nfp8288,nfp8288,Connie,Pineda,1992-06-30 14:16:18,70,195,0.03979591836734694,0
125,nfp8289,nfp8289,Crystal,Marquez,1982-05-12 15:06:30,65,135,0.03195266272189349,0
