user_id,username,upassword,first_name,last_name,birthday,uheight,uweight,bmi,num_preg
70,nfp8184,nfp8184,Danielle,Robinson,1983-03-24,65,180,0.04260355029585799,0
71,nfp8186,nfp8186,Rosa,Cortez,1990-08-04,64,120,0.029296875,0
72,nfp8187,nfp8187,Carolyn,Ramos,1988-01-02,66,120,0.027548209366391185,0
73,nfp8188,nfp8188,Judy,Mendoza,1988-09-24,62,120,0.031217481789802288,0
74,nfp8189,nfp8189,Carmen,Shah,1996-04-07,64,135,0.032958984375,0
75,nfp8190,nfp8190,Kate,White,1993-09-28,65,145,0.03431952662721893,0
76,nfp8192,nfp8192,Gabriela,Estrada,1990-04-13,69,150,0.0315059861373661,0
77,nfp8193,nfp8193,Christina,Brown,1999-03-09,63,116,0.02922650541698161,0
78,nfp8195,nfp8195,Elena,Santiago,1990-04-03,66,115,0.026400367309458217,0
79,nfp8196,nfp8196,Jasmine,Herrera,1980-04-30,67,132,0.029405212742258855,0
80,nfp8197,nfp8197,Tracy,Rojas,1999-02-01,61,104,0.027949475947325986,0
81,nfp8200,nfp8200,Sarah,Williams,1997-09-29,70,195,0.03979591836734694,0
82,nfp8206,nfp8206,Kayla,Chen,1982-08-18,64,150,0.03662109375,0
83,nfp8207,nfp8207,Jackie,Johnson,2001-08-07,69,155,0.0325561856752783,0
84,nfp8209,nfp8209,Veronica,Murphy,1988-08-02,65,123,0.02911242603550296,0
85,nfp8210,nfp8210,Silvia,Davis,1997-05-02,70,145,0.02959183673469388,0
86,nfp8211,nfp8211,Taylor,Miller,1994-10-13,63,155,0.039052658100277145,0
87,nfp8212,nfp8212,Yolanda,Garcia,1995-06-28,66,117,0.026859504132231406,0
88,nfp8218,nfp8218,Emily,Guerrero,1991-06-10,66,140,0.03213957759412305,0
89,nfp8221,nfp8221,Olga,Fuentes,1985-11-22,66,135,0.030991735537190084,0
90,nfp8226,nfp8226,Courtney,Vargas,1988-07-01,71,240,0.047609601269589366,0
91,nfp8228,nfp8228,Samantha,Rogers,1983-07-02,67,165,0.03675651592782357,0
92,nfp8229,nfp8229,Alyssa,Valdez,1996-03-27,66,125,0.02869605142332415,0
93,nfp8230,nfp8230,Ruth,Morales,1998-09-29,64,124,0.0302734375,0
94,nfp8233,nfp8233,Cindy,Rivera,1994-06-09,64,115,0.028076171875,0
95,nfp8234,nfp8234,Lynn,Guzman,1989-05-02,64,115,0.028076171875,0
96,nfp8235,nfp8235,Joyce,Espinoza,1989-01-10,69,135,0.02835538752362949,0
97,nfp8236,nfp8236,Tammy,Gutierrez,1997-01-16,62,115,0.02991675338189386,0
98,nfp8237,nfp8237,April,Cooper,1983-01-14,65,152,0.035976331360946745,0
99,nfp8238,nfp8238,Jennifer,Padilla,1997-11-21,64,122,0.02978515625,0
100,nfp8242,nfp8242,Natalie,Wilson,2001-05-29,66,190,0.04361799816345271,0
101,nfp8244,nfp8244,Beth,Kelly,1999-04-07,68,155,0.03352076124567474,0
102,nfp8246,nfp8246,Jessica,Avila,2000-07-17,62,112,0.029136316337148804,0
103,nfp8247,nfp8247,Lori,Salazar,2000-04-04,70,146,0.02979591836734694,0
104,nfp8248,nfp8248,Brittany,Singh,1999-09-08,63,130,0.0327538422776518,0
105,nfp8249,nfp8249,Martha,Castro,2000-07-20,62,135,0.035119667013527575,0
106,nfp8253,nfp8253,Marie,Navarro,1998-02-21,71,180,0.03570720095219203,0
107,nfp8254,nfp8254,Melanie,Gomez,1996-09-15,64,130,0.03173828125,0
108,nfp8257,nfp8257,Ashley,Luna,1994-06-30,60,155,0.043055555555555555,0
109,nfp8260,nfp8260,Megan,Contreras,1997-07-29,67,170,0.03787034974381822,0
110,nfp8263,nfp8263,Adriana,Rosales,1995-12-21,66,137,0.03145087235996327,0
111,nfp8264,nfp8264,Karla,Velasquez,1990-05-27,68,135,0.029195501730103806,0
112,nfp8266,nfp8266,Catherine,Lara,1997-12-31,69,170,0.035706784289014915,0
113,nfp8268,nfp8268,Patty,Allen,1992-03-04,68,146,0.03157439446366782,0
114,nfp8269,nfp8269,Laura,Acosta,1986-08-17,67,140,0.0311873468478503,0
115,nfp8270,nfp8270,Margarita,Rose,1990-08-24,65,152,0.035976331360946745,0
116,nfp8271,nfp8271,Luz,Moore,1994-02-06,60,114,0.03166666666666667,0
117,nfp8272,nfp8272,Debbie,Vega,1999-09-24,63,145,0.03653313177122701,0
118,nfp8276,nfp8276,Gina,Delgado,1994-12-23,64,170,0.04150390625,0
119,nfp8278,nfp8278,Deborah,Adams,1987-09-02,69,165,0.03465658475110271,0
120,nfp8279,nfp8279,Kelly,Ramirez,1982-06-02,64,200,0.048828125,0
121,nfp8282,nfp8282,Miriam,Castillo,1989-05-10,67,132,0.029405212742258855,0
122,nfp8284,nfp8284,Blanca,Nelson,1983-04-21,65,130,0.03076923076923077,0
123,nfp8286,nfp8286,Amy,Santana,1989-08-09,59,121,0.03476012640045964,0
124,nfp8288,nfp8288,Connie,Pineda,1992-11-05,70,195,0.03979591836734694,0
125,nfp8289,nfp8289,Crystal,Marquez,1982-10-16,65,135,0.03195266272189349,0
